"","chr22"
"105309",895916
"105310",895919
"105311",895923
"105312",895930
"105313",895939
"105314",895953
"105315",895958
"105316",895959
"105317",895976
"105318",895987
"105319",896008
"105320",896013
"105321",896041
"105322",896062
"105323",896081
"105324",896086
"105325",896100
"105326",896104
"105327",896112
"105328",896116
"105329",896132
"105330",896143
"105331",896155
"105332",896158
"105333",896160
"105334",896161
"105335",896187
"105336",896201
"105337",896202
"105338",896203
"105339",896216
"105340",896221
"105341",896223
"105342",896241
"105343",896249
"105344",896262
"105345",896270
"105346",896272
"105347",896283
"105348",896308
"105349",896313
"105350",896322
"105351",896333
"105352",896335
"105353",896344
"105354",896370
"105355",896381
"105356",896385
"105357",896396
"105358",896435
"105359",896442
"105360",896445
"105361",896446
"105362",896449
"105363",896452
"105364",896456
"105365",896462
"105366",896476
"105367",896482
"105368",896490
"105369",896496
"105370",896517
"105371",896520
"105372",896531
"105373",896534
"105374",896544
"105375",896553
"105376",896559
"105377",896560
"105378",896561
"105379",896565
"105380",896579
"105381",896589
"105382",896592
"105383",896593
"105384",896599
"105385",896602
"105386",896603
"105387",896616
"105388",896621
"105389",896623
"105390",896624
"105391",896630
"105392",896633
"105393",896634
"105394",896638
"105395",896645
"105396",896649
"105397",896650
"105398",896651
"105399",896654
"105400",896656
"105401",896658
"105402",896663
"105403",896672
"105404",896679
"105405",896680
"105406",896698
"105407",896703
"105408",896710
"105409",896713
"105410",896718
"105411",896721
"105412",896728
"105413",896731
"105414",896739
"105415",896741
"105416",896767
"105417",896773
"105418",896779
"105419",896784
"105420",896789
"105421",896812
"105422",896831
"105423",896836
"105424",896855
"105425",896894
"105426",896898
"105427",896901
"105428",896918
"105429",896930
"105430",896931
"105431",896957
"105432",896996
"105433",897012
"105434",897016
"105435",897018
"105436",897033
"105437",897037
"105438",897055
"105439",897058
"105440",897070
"105441",897074
"105442",897075
"105443",897076
"105444",897095
"105445",897110
"105446",897117
"105447",897118
"105448",897119
"105449",897123
"105450",897124
"105451",897136
"105452",897148
"105453",897161
"105454",897184
"105455",897197
"105456",897203
"105457",897228
"105458",897256
"105459",897257
"105460",897269
"105461",897272
"105462",897294
"105463",897323
"105464",897335
"105465",897345
"105466",897349
"105467",897359
"105468",897396
"105469",897400
"105470",897415
"105471",897422
"105472",897430
"105473",897449
"105474",897455
"105475",897494
"105476",897496
"105477",897499
"105478",897505
"105479",897521
"105480",897535
"105481",897547
"105482",897554
"105483",897555
"105484",897564
"105485",897571
"105486",897578
"105487",897584
"105488",897587
"105489",897594
"105490",897613
"105491",897626
"105492",897642
"105493",897693
"105494",897704
"105495",897740
"105496",897741
"105497",897744
"105498",897752
"105499",897754
"105500",897776
"105501",897781
"105502",897805
"105503",897807
"105504",897811
"105505",897816
"105506",897823
"105507",897845
"105508",897890
"105509",897901
"105510",897904
"105511",897922
"105512",897928
"105513",897937
"105514",897945
"105515",897950
"105516",897953
"105517",897954
"105518",897956
"105519",897967
"105520",897978
"105521",897990
"105522",897991
"105523",897994
"105524",897998
"105525",898008
"105526",898017
"105527",898034
"105528",898044
"105529",898050
"105530",898054
"105531",898057
"105532",898065
"105533",898067
"105534",898070
"105535",898071
"105536",898074
"105537",898076
"105538",898082
"105539",898086
"105540",898110
"105541",898116
"105542",898126
"105543",898135
"105544",898145
"105545",898151
"105546",898155
"105547",898156
"105548",898178
"105549",898190
"105550",898207
"105551",898210
"105552",898220
"105553",898238
"105554",898242
"105555",898244
"105556",898252
"105557",898257
"105558",898263
"105559",898269
"105560",898271
"105561",898297
"105562",898302
"105563",898303
"105564",898312
"105565",898320
"105566",898332
"105567",898334
"105568",898346
"105569",898374
"105570",898377
"105571",898411
"105572",898413
"105573",898414
"105574",898419
"105575",898426
"105576",898468
"105577",898491
"105578",898506
"105579",898517
"105580",898521
"105581",898532
"105582",898547
"105583",898566
"105584",898570
"105585",898579
"105586",898586
"105587",898615
"105588",898616
"105589",898625
"105590",898645
"105591",898652
"105592",898698
"105593",898793
"105594",898795
"105595",898803
"105596",898804
"105597",898806
"105598",898807
"105599",898829
"105600",898844
"105601",898869
"105602",898873
"105603",898900
"105604",898905
"105605",898909
"105606",898916
"105607",898922
"105608",898930
"105609",898938
"105610",898964
"105611",898989
"105612",898993
"105613",899000
"105614",899019
"105615",899032
"105616",899044
"105617",899060
"105618",899078
"105619",899079
"105620",899091
"105621",899094
"105622",899120
"105623",899124
"105624",899136
"105625",899141
"105626",899147
"105627",899160
"105628",899164
"105629",899203
"105630",899216
"105631",899219
"105632",899229
"105633",899240
"105634",899247
"105635",899267
"105636",899281
"105637",899282
"105638",899286
"105639",899324
"105640",899332
"105641",899334
"105642",899335
"105643",899344
"105644",899347
"105645",899360
"105646",899388
"105647",899392
"105648",899399
"105649",899400
"105650",899405
"105651",899409
"105652",899425
"105653",899434
"105654",899474
"105655",899489
"105656",899495
"105657",899510
"105658",899532
"105659",899560
"105660",899568
"105661",899573
"105662",899574
"105663",899576
"105664",899588
"105665",899607
"105666",899608
"105667",899613
"105668",899614
"105669",899617
"105670",899621
"105671",899634
"105672",899642
"105673",899665
"105674",899676
"105675",899700
"105676",899705
"105677",899721
"105678",899724
"105679",899747
"105680",899748
"105681",899780
"105682",899781
"105683",899782
"105684",899847
"105685",899854
"105686",899861
"105687",899873
"105688",899881
"105689",899889
"105690",899893
"105691",899894
"105692",899897
"105693",899934
"105694",899952
"105695",899964
"105696",899985
"105697",899991
"105698",899992
"105699",900004
"105700",900030
"105701",900036
"105702",900038
"105703",900044
"105704",900048
"105705",900057
"105706",900063
"105707",900064
"105708",900067
"105709",900070
"105710",900098
"105711",900100
"105712",900101
"105713",900121
"105714",900139
"105715",900144
"105716",900149
"105717",900150
"105718",900160
"105719",900168
"105720",900181
"105721",900195
"105722",900218
"105723",900231
"105724",900246
"105725",900253
"105726",900254
"105727",900255
"105728",900261
"105729",900280
"105730",900285
"105731",900296
"105732",900319
"105733",900330
"105734",900348
"105735",900357
"105736",900365
"105737",900370
"105738",900374
"105739",900400
"105740",900404
"105741",900407
"105742",900411
"105743",900414
"105744",900420
"105745",900430
"105746",900439
"105747",900449
"105748",900473
"105749",900509
"105750",900518
"105751",900530
"105752",900542
"105753",900560
"105754",900565
"105755",900567
"105756",900569
"105757",900576
"105758",900579
"105759",900581
"105760",900582
"105761",900607
"105762",900640
"105763",900651
"105764",900667
"105765",900672
"105766",900697
"105767",900712
"105768",900727
"105769",900733
"105770",900748
"105771",900756
"105772",900763
"105773",900770
"105774",900771
"105775",900780
"105776",900785
"105777",900796
"105778",900803
"105779",900841
"105780",900843
"105781",900849
"105782",900898
"105783",900919
"105784",900931
"105785",900934
"105786",900944
"105787",900981
"105788",900998
"105789",901006
"105790",901016
"105791",901032
"105792",901038
"105793",901062
"105794",901075
"105795",901080
"105796",901106
"105797",901115
"105798",901118
"105799",901127
"105800",901146
"105801",901154
"105802",901157
"105803",901167
"105804",901180
"105805",901181
"105806",901182
"105807",901189
"105808",901215
"105809",901224
"105810",901257
"105811",901258
"105812",901266
"105813",901318
"105814",901342
"105815",901350
"105816",901356
"105817",901358
"105818",901359
"105819",901361
"105820",901375
"105821",901377
"105822",901382
"105823",901427
"105824",901444
"105825",901471
"105826",901489
"105827",901494
"105828",901497
"105829",901521
"105830",901554
"105831",901557
"105832",901575
"105833",901586
"105834",901593
"105835",901594
"105836",901612
"105837",901613
"105838",901625
"105839",901631
"105840",901634
"105841",901639
"105842",901647
"105843",901652
"105844",901661
"105845",901670
"105846",901703
"105847",901707
"105848",901718
"105849",901723
"105850",901731
"105851",901744
"105852",901749
"105853",901757
"105854",901758
"105855",901768
"105856",901780
"105857",901787
"105858",901789
"105859",901790
"105860",901798
"105861",901799
"105862",901807
"105863",901816
"105864",901836
"105865",901857
"105866",901861
"105867",901863
"105868",901866
"105869",901867
"105870",901868
"105871",901893
"105872",901897
"105873",901903
"105874",901913
"105875",901919
"105876",901929
"105877",901930
"105878",901956
"105879",901983
"105880",901996
"105881",901999
"105882",902003
"105883",902022
"105884",902030
"105885",902057
"105886",902075
"105887",902082
"105888",902097
"105889",902117
"105890",902120
"105891",902127
"105892",902154
"105893",902160
"105894",902188
"105895",902192
"105896",902195
"105897",902204
"105898",902206
"105899",902216
"105900",902237
"105901",902240
"105902",902243
"105903",902245
"105904",902257
"105905",902258
"105906",902262
"105907",902263
"105908",902270
"105909",902283
"105910",902287
"105911",902298
"105912",902305
"105913",902312
"105914",902315
"105915",902328
"105916",902366
"105917",902380
"105918",902382
"105919",902394
"105920",902395
"105921",902397
"105922",902399
"105923",902413
"105924",902433
"105925",902434
"105926",902437
"105927",902443
"105928",902444
"105929",902469
"105930",902473
"105931",902485
"105932",902509
"105933",902544
"105934",902546
"105935",902563
"105936",902577
"105937",902578
"105938",902597
"105939",902605
"105940",902611
"105941",902617
"105942",902623
"105943",902624
"105944",902625
"105945",902628
"105946",902633
"105947",902644
"105948",902649
"105949",902654
"105950",902655
"105951",902664
"105952",902665
"105953",902670
"105954",902682
"105955",902684
"105956",902708
"105957",902719
"105958",902725
"105959",902729
"105960",902731
"105961",902747
"105962",902756
"105963",902757
"105964",902761
"105965",902763
"105966",902769
"105967",902772
"105968",902785
"105969",902787
"105970",902795
"105971",902800
"105972",902807
"105973",902821
"105974",902826
"105975",902830
"105976",902833
"105977",902837
"105978",902866
"105979",902868
"105980",902873
"105981",902892
"105982",902899
"105983",902900
"105984",902903
"105985",902912
"105986",902921
"105987",902928
"105988",902930
"105989",902952
"105990",902966
"105991",902972
"105992",903017
"105993",903022
"105994",903048
"105995",903049
"105996",903050
"105997",903051
"105998",903055
"105999",903056
"106000",903066
"106001",903068
"106002",903070
"106003",903074
"106004",903077
"106005",903097
"106006",903104
"106007",903109
"106008",903112
"106009",903122
"106010",903126
"106011",903127
"106012",903134
"106013",903142
"106014",903148
"106015",903173
"106016",903179
"106017",903182
"106018",903185
"106019",903193
"106020",903206
"106021",903216
"106022",903231
"106023",903249
"106024",903251
"106025",903303
"106026",903310
"106027",903369
"106028",903373
"106029",903375
"106030",903436
"106031",903443
"106032",903451
"106033",903474
"106034",903475
"106035",903482
"106036",903484
"106037",903485
"106038",903500
"106039",903503
"106040",903504
"106041",903512
"106042",903537
"106043",903542
"106044",903554
"106045",903562
"106046",903572
"106047",903584
"106048",903590
"106049",903605
"106050",903608
"106051",903612
"106052",903647
"106053",903657
"106054",903700
"106055",903704
"106056",903719
"106057",903737
"106058",903740
"106059",903746
"106060",903761
"106061",903772
"106062",903796
"106063",903799
"106064",903806
"106065",903821
"106066",903826
"106067",903836
"106068",903844
"106069",903845
"106070",903847
"106071",903858
"106072",903867
"106073",903868
"106074",903896
"106075",903897
"106076",903903
"106077",903907
"106078",903917
"106079",903919
"106080",903927
"106081",903934
"106082",903935
"106083",903947
"106084",903948
"106085",903953
"106086",903964
"106087",903968
"106088",903992
"106089",904014
"106090",904040
"106091",904041
"106092",904043
"106093",904047
"106094",904062
"106095",904075
"106096",904083
"106097",904091
"106098",904096
"106099",904098
"106100",904120
"106101",904126
"106102",904140
"106103",904148
"106104",904149
"106105",904150
"106106",904165
"106107",904179
"106108",904180
"106109",904181
"106110",904196
"106111",904209
"106112",904216
"106113",904218
"106114",904254
"106115",904259
"106116",904284
"106117",904308
"106118",904325
"106119",904333
"106120",904334
"106121",904341
"106122",904350
"106123",904402
"106124",904406
"106125",904417
"106126",904423
"106127",904425
"106128",904428
"106129",904430
"106130",904432
"106131",904436
"106132",904452
"106133",904478
"106134",904480
"106135",904483
"106136",904484
"106137",904491
"106138",904504
"106139",904505
"106140",904519
"106141",904547
"106142",904572
"106143",904576
"106144",904581
"106145",904618
"106146",904621
"106147",904633
"106148",904641
"106149",904644
"106150",904660
"106151",904661
"106152",904663
"106153",904664
"106154",904678
"106155",904681
"106156",904690
"106157",904712
"106158",904714
"106159",904717
"106160",904729
"106161",904750
"106162",904813
"106163",904821
"106164",904824
"106165",904828
"106166",904841
"106167",904848
"106168",904850
"106169",904854
"106170",904885
"106171",904891
"106172",904898
"106173",904907
"106174",904920
"106175",904926
"106176",904940
"106177",904943
"106178",904965
"106179",904966
"106180",904995
"106181",905013
"106182",905045
"106183",905047
"106184",905058
"106185",905063
"106186",905064
"106187",905070
"106188",905077
"106189",905087
"106190",905090
"106191",905116
"106192",905126
"106193",905129
"106194",905141
"106195",905142
"106196",905149
"106197",905170
"106198",905177
"106199",905181
"106200",905188
"106201",905228
"106202",905246
"106203",905247
"106204",905253
"106205",905257
"106206",905261
"106207",905269
"106208",905293
"106209",905313
"106210",905345
"106211",905369
"106212",905380
"106213",905384
"106214",905395
"106215",905428
"106216",905446
"106217",905449
"106218",905458
"106219",905467
"106220",905471
"106221",905477
"106222",905480
"106223",905481
"106224",905490
"106225",905495
"106226",905505
"106227",905512
"106228",905514
"106229",905522
"106230",905532
"106231",905533
"106232",905540
"106233",905551
"106234",905562
"106235",905567
"106236",905585
"106237",905589
"106238",905591
"106239",905607
"106240",905616
"106241",905618
"106242",905626
"106243",905686
"106244",905690
"106245",905696
"106246",905701
"106247",905718
"106248",905723
"106249",905737
"106250",905745
"106251",905756
"106252",905777
"106253",905779
"106254",905784
"106255",905795
"106256",905796
"106257",905799
"106258",905800
"106259",905821
"106260",905828
"106261",905832
"106262",905835
"106263",905838
"106264",905851
"106265",905856
"106266",905860
"106267",905866
"106268",905873
"106269",905874
"106270",905884
"106271",905887
"106272",905892
"106273",905894
"106274",905907
"106275",905908
"106276",905919
"106277",905931
"106278",905958
"106279",905972
"106280",905994
"106281",905999
"106282",906015
"106283",906017
"106284",906028
"106285",906032
"106286",906040
"106287",906058
"106288",906061
"106289",906062
"106290",906069
"106291",906070
"106292",906082
"106293",906098
"106294",906111
"106295",906125
"106296",906159
"106297",906160
"106298",906173
"106299",906175
"106300",906180
"106301",906181
"106302",906196
"106303",906201
"106304",906229
"106305",906230
"106306",906234
"106307",906238
"106308",906243
"106309",906248
"106310",906250
"106311",906253
"106312",906260
"106313",906276
"106314",906278
"106315",906290
"106316",906294
"106317",906304
"106318",906316
"106319",906317
"106320",906330
"106321",906337
"106322",906368
"106323",906372
"106324",906404
"106325",906408
"106326",906416
"106327",906425
"106328",906435
"106329",906437
"106330",906448
"106331",906450
"106332",906453
"106333",906463
"106334",906467
"106335",906470
"106336",906475
"106337",906484
"106338",906494
"106339",906504
"106340",906527
"106341",906533
"106342",906542
"106343",906550
"106344",906566
"106345",906569
"106346",906574
"106347",906622
"106348",906636
"106349",906643
"106350",906647
"106351",906655
"106352",906661
"106353",906662
"106354",906665
"106355",906677
"106356",906686
"106357",906689
"106358",906693
"106359",906703
"106360",906707
"106361",906726
"106362",906737
"106363",906738
"106364",906744
"106365",906775
"106366",906778
"106367",906785
"106368",906791
"106369",906810
"106370",906818
"106371",906819
"106372",906822
"106373",906829
"106374",906838
"106375",906840
"106376",906856
"106377",906870
"106378",906872
"106379",906879
"106380",906907
"106381",906908
"106382",906935
"106383",906937
"106384",906950
"106385",906951
"106386",906952
"106387",906954
"106388",906968
"106389",906973
"106390",906989
"106391",907004
"106392",907009
"106393",907015
"106394",907016
"106395",907017
"106396",907028
"106397",907032
"106398",907042
"106399",907055
"106400",907057
"106401",907059
"106402",907066
"106403",907068
"106404",907070
"106405",907084
"106406",907088
"106407",907094
"106408",907096
"106409",907100
"106410",907112
"106411",907113
"106412",907132
"106413",907135
"106414",907159
"106415",907194
"106416",907198
"106417",907199
"106418",907202
"106419",907240
"106420",907243
"106421",907246
"106422",907247
"106423",907266
"106424",907277
"106425",907349
"106426",907358
"106427",907413
"106428",907416
"106429",907429
"106430",907452
"106431",907453
"106432",907463
"106433",907469
"106434",907497
"106435",907512
"106436",907529
"106437",907535
"106438",907536
"106439",907549
"106440",907551
"106441",907554
"106442",907570
"106443",907594
"106444",907619
"106445",907626
"106446",907632
"106447",907633
"106448",907649
"106449",907657
"106450",907660
"106451",907676
"106452",907687
"106453",907701
"106454",907704
"106455",907705
"106456",907714
"106457",907728
"106458",907733
"106459",907735
"106460",907744
"106461",907746
"106462",907765
"106463",907769
"106464",907785
"106465",907804
"106466",907817
"106467",907820
"106468",907833
"106469",907836
"106470",907855
"106471",907873
"106472",907890
"106473",907892
"106474",907896
"106475",907903
"106476",907908
"106477",907918
"106478",907919
"106479",907922
"106480",907931
"106481",907932
"106482",907934
"106483",907950
"106484",907952
"106485",907955
"106486",907966
"106487",907984
"106488",907985
"106489",907992
"106490",908000
"106491",908031
"106492",908062
"106493",908065
"106494",908071
"106495",908086
"106496",908089
"106497",908105
"106498",908109
"106499",908114
"106500",908116
"106501",908149
"106502",908152
"106503",908168
"106504",908173
"106505",908186
"106506",908193
"106507",908226
"106508",908232
"106509",908233
"106510",908237
"106511",908240
"106512",908245
"106513",908249
"106514",908252
"106515",908261
"106516",908268
"106517",908273
"106518",908274
"106519",908278
"106520",908305
"106521",908306
"106522",908307
"106523",908314
"106524",908328
"106525",908335
"106526",908343
"106527",908346
"106528",908353
"106529",908366
"106530",908385
"106531",908397
"106532",908420
"106533",908421
"106534",908423
"106535",908438
"106536",908462
"106537",908468
"106538",908476
"106539",908477
"106540",908479
"106541",908503
"106542",908515
"106543",908529
"106544",908541
"106545",908547
"106546",908554
"106547",908567
"106548",908570
"106549",908576
"106550",908579
"106551",908606
"106552",908610
"106553",908612
"106554",908647
"106555",908653
"106556",908659
"106557",908663
"106558",908664
"106559",908667
"106560",908676
"106561",908679
"106562",908690
"106563",908704
"106564",908712
"106565",908720
"106566",908722
"106567",908727
"106568",908734
"106569",908741
"106570",908747
"106571",908754
"106572",908757
"106573",908762
"106574",908795
"106575",908804
"106576",908814
"106577",908825
"106578",908836
"106579",908838
"106580",908847
"106581",908852
"106582",908858
"106583",908861
"106584",908899
"106585",908906
"106586",908916
"106587",908958
"106588",908963
"106589",908973
"106590",908999
"106591",909002
"106592",909005
"106593",909009
"106594",909011
"106595",909012
"106596",909013
"106597",909017
"106598",909018
"106599",909034
"106600",909036
"106601",909041
"106602",909049
"106603",909074
"106604",909089
"106605",909097
"106606",909100
"106607",909103
"106608",909105
"106609",909114
"106610",909118
"106611",909142
"106612",909144
"106613",909149
"106614",909178
"106615",909180
"106616",909187
"106617",909206
"106618",909234
"106619",909239
"106620",909241
"106621",909246
"106622",909250
"106623",909256
"106624",909260
"106625",909292
"106626",909309
"106627",909319
"106628",909330
"106629",909349
"106630",909368
"106631",909372
"106632",909378
"106633",909380
"106634",909383
"106635",909386
"106636",909389
"106637",909395
"106638",909397
"106639",909428
"106640",909432
"106641",909435
"106642",909437
"106643",909450
"106644",909451
"106645",909483
"106646",909485
"106647",909492
"106648",909493
"106649",909497
"106650",909501
"106651",909506
"106652",909507
"106653",909514
"106654",909516
"106655",909540
"106656",909556
"106657",909563
"106658",909565
"106659",909571
"106660",909582
"106661",909596
"106662",909598
"106663",909599
"106664",909600
"106665",909614
"106666",909620
"106667",909626
"106668",909637
"106669",909648
"106670",909649
"106671",909651
"106672",909658
"106673",909659
"106674",909666
"106675",909674
"106676",909683
"106677",909688
"106678",909699
"106679",909701
"106680",909731
"106681",909764
"106682",909771
"106683",909775
"106684",909797
"106685",909805
"106686",909813
"106687",909815
"106688",909821
"106689",909823
"106690",909827
"106691",909841
"106692",909847
"106693",909856
"106694",909872
"106695",909881
"106696",909895
"106697",909899
"106698",909900
"106699",909920
"106700",909923
"106701",909925
"106702",909954
"106703",909972
"106704",910008
"106705",910014
"106706",910015
"106707",910023
"106708",910029
"106709",910052
"106710",910059
"106711",910067
"106712",910082
"106713",910087
"106714",910093
"106715",910099
"106716",910111
"106717",910124
"106718",910188
"106719",910194
"106720",910211
"106721",910216
"106722",910222
"106723",910232
"106724",910240
"106725",910249
"106726",910258
"106727",910260
"106728",910297
"106729",910308
"106730",910322
"106731",910324
"106732",910346
"106733",910348
"106734",910350
"106735",910358
"106736",910363
"106737",910370
"106738",910375
"106739",910384
"106740",910388
"106741",910409
"106742",910415
"106743",910417
"106744",910424
"106745",910435
"106746",910443
"106747",910456
"106748",910457
"106749",910459
"106750",910461
"106751",910490
"106752",910491
"106753",910501
"106754",910502
"106755",910511
"106756",910515
"106757",910521
"106758",910529
"106759",910532
"106760",910533
"106761",910534
"106762",910538
"106763",910551
"106764",910556
"106765",910581
"106766",910586
"106767",910587
"106768",910602
"106769",910622
"106770",910642
"106771",910647
"106772",910663
"106773",910668
"106774",910675
"106775",910683
"106776",910689
"106777",910697
"106778",910750
"106779",910760
"106780",910767
"106781",910770
"106782",910786
"106783",910788
"106784",910790
"106785",910816
"106786",910840
"106787",910851
"106788",910867
"106789",910869
"106790",910901
"106791",910905
"106792",910912
"106793",910913
"106794",910918
"106795",910934
"106796",910936
"106797",910957
"106798",910979
"106799",910999
"106800",911000
"106801",911017
"106802",911028
"106803",911040
"106804",911043
"106805",911045
"106806",911051
"106807",911054
"106808",911062
"106809",911072
"106810",911073
"106811",911077
"106812",911101
"106813",911106
"106814",911111
"106815",911114
"106816",911115
"106817",911116
"106818",911126
"106819",911133
"106820",911134
"106821",911136
"106822",911137
"106823",911138
"106824",911139
"106825",911159
"106826",911168
"106827",911172
"106828",911177
"106829",911178
"106830",911214
"106831",911216
"106832",911240
"106833",911241
"106834",911245
"106835",911251
"106836",911254
"106837",911255
"106838",911270
"106839",911281
"106840",911326
"106841",911327
"106842",911350
"106843",911355
"106844",911374
"106845",911388
"106846",911393
"106847",911398
"106848",911412
"106849",911421
"106850",911442
"106851",911457
"106852",911462
"106853",911472
"106854",911478
"106855",911484
"106856",911485
"106857",911498
"106858",911511
"106859",911514
"106860",911518
"106861",911524
"106862",911529
"106863",911552
"106864",911553
"106865",911584
"106866",911594
"106867",911595
"106868",911600
"106869",911601
"106870",911615
"106871",911617
"106872",911618
"106873",911625
"106874",911627
"106875",911640
"106876",911645
"106877",911650
"106878",911663
"106879",911669
"106880",911670
"106881",911694
"106882",911698
"106883",911701
"106884",911707
"106885",911720
"106886",911724
"106887",911728
"106888",911740
"106889",911773
"106890",911777
"106891",911780
"106892",911789
"106893",911795
"106894",911798
"106895",911803
"106896",911810
"106897",911811
"106898",911813
"106899",911816
"106900",911830
"106901",911835
"106902",911836
"106903",911837
"106904",911840
"106905",911845
"106906",911852
"106907",911855
"106908",911871
"106909",911889
"106910",911907
"106911",911915
"106912",911934
"106913",911938
"106914",911939
"106915",911946
"106916",911952
"106917",911966
"106918",911968
"106919",911986
"106920",912007
"106921",912027
"106922",912033
"106923",912047
"106924",912056
"106925",912062
"106926",912067
"106927",912078
"106928",912080
"106929",912100
"106930",912108
"106931",912116
"106932",912120
"106933",912134
"106934",912135
"106935",912145
"106936",912152
"106937",912154
"106938",912161
"106939",912176
"106940",912187
"106941",912201
"106942",912202
"106943",912210
"106944",912228
"106945",912233
"106946",912237
"106947",912238
"106948",912239
"106949",912241
"106950",912257
"106951",912258
"106952",912263
"106953",912280
"106954",912296
"106955",912316
"106956",912330
"106957",912333
"106958",912335
"106959",912361
"106960",912368
"106961",912377
"106962",912384
"106963",912396
"106964",912404
"106965",912421
"106966",912423
"106967",912451
"106968",912458
"106969",912471
"106970",912473
"106971",912474
"106972",912481
"106973",912497
"106974",912514
"106975",912517
"106976",912524
"106977",912528
"106978",912534
"106979",912536
"106980",912546
"106981",912556
"106982",912585
"106983",912593
"106984",912601
"106985",912610
"106986",912620
"106987",912622
"106988",912627
"106989",912661
"106990",912663
"106991",912668
"106992",912678
"106993",912717
"106994",912727
"106995",912730
"106996",912759
"106997",912761
"106998",912773
"106999",912786
"107000",912791
"107001",912792
"107002",912796
"107003",912799
"107004",912831
"107005",912854
"107006",912869
"107007",912881
"107008",912893
"107009",912895
"107010",912911
"107011",912932
"107012",912940
"107013",912943
"107014",912944
"107015",912951
"107016",912960
"107017",912974
"107018",913000
"107019",913002
"107020",913022
"107021",913023
"107022",913028
"107023",913030
"107024",913054
"107025",913074
"107026",913077
"107027",913086
"107028",913096
"107029",913110
"107030",913125
"107031",913178
"107032",913188
"107033",913234
"107034",913238
"107035",913258
"107036",913274
"107037",913284
"107038",913309
"107039",913317
"107040",913319
"107041",913322
"107042",913328
"107043",913342
"107044",913350
"107045",913371
"107046",913372
"107047",913380
"107048",913385
"107049",913408
"107050",913416
"107051",913440
"107052",913452
"107053",913456
"107054",913459
"107055",913478
"107056",913490
"107057",913492
"107058",913496
"107059",913504
"107060",913524
"107061",913534
"107062",913546
"107063",913565
"107064",913567
"107065",913581
"107066",913584
"107067",913586
"107068",913595
"107069",913596
"107070",913600
"107071",913612
"107072",913614
"107073",913618
"107074",913630
"107075",913632
"107076",913636
"107077",913648
"107078",913661
"107079",913671
"107080",913674
"107081",913676
"107082",913695
"107083",913701
"107084",913708
"107085",913713
"107086",913721
"107087",913732
"107088",913749
"107089",913750
"107090",913755
"107091",913763
"107092",913767
"107093",913769
"107094",913784
"107095",913786
"107096",913798
"107097",913803
"107098",913812
"107099",913814
"107100",913817
"107101",913818
"107102",913867
"107103",913868
"107104",913872
"107105",913886
"107106",913887
"107107",913909
"107108",913916
"107109",913926
"107110",913935
"107111",913968
"107112",913974
"107113",913976
"107114",913987
"107115",913990
"107116",913995
"107117",914010
"107118",914030
"107119",914034
"107120",914042
"107121",914043
"107122",914062
"107123",914071
"107124",914073
"107125",914077
"107126",914083
"107127",914087
"107128",914088
"107129",914092
"107130",914094
"107131",914096
"107132",914102
"107133",914108
"107134",914113
"107135",914145
"107136",914149
"107137",914165
"107138",914166
"107139",914170
"107140",914185
"107141",914186
"107142",914195
"107143",914210
"107144",914215
"107145",914222
"107146",914223
"107147",914228
"107148",914230
"107149",914231
"107150",914242
"107151",914247
"107152",914248
"107153",914260
"107154",914276
"107155",914284
"107156",914302
"107157",914307
"107158",914318
"107159",914321
"107160",914331
"107161",914358
"107162",914385
"107163",914388
"107164",914390
"107165",914395
"107166",914405
"107167",914411
"107168",914414
"107169",914418
"107170",914421
"107171",914427
"107172",914441
"107173",914453
"107174",914455
"107175",914457
"107176",914476
"107177",914491
"107178",914493
"107179",914512
"107180",914545
"107181",914550
"107182",914571
"107183",914573
"107184",914607
"107185",914612
"107186",914619
"107187",914621
"107188",914628
"107189",914634
"107190",914636
"107191",914637
"107192",914656
"107193",914663
"107194",914676
"107195",914684
"107196",914686
"107197",914709
"107198",914746
"107199",914757
"107200",914775
"107201",914776
"107202",914782
"107203",914795
"107204",914805
"107205",914820
"107206",914826
"107207",914830
"107208",914837
"107209",914843
"107210",914846
"107211",914876
"107212",914894
"107213",914900
"107214",914901
"107215",914911
"107216",914913
"107217",914942
"107218",914951
"107219",914965
"107220",914967
"107221",914981
"107222",915027
"107223",915081
"107224",915083
"107225",915095
"107226",915102
"107227",915105
"107228",915108
"107229",915117
"107230",915130
"107231",915132
"107232",915153
"107233",915164
"107234",915170
"107235",915171
"107236",915187
"107237",915194
"107238",915220
"107239",915223
"107240",915226
"107241",915227
"107242",915228
"107243",915240
"107244",915242
"107245",915246
"107246",915250
"107247",915255
"107248",915258
"107249",915279
"107250",915283
"107251",915285
"107252",915286
"107253",915296
"107254",915302
"107255",915316
"107256",915324
"107257",915330
"107258",915349
"107259",915350
"107260",915356
"107261",915359
"107262",915368
"107263",915369
"107264",915385
"107265",915401
"107266",915429
"107267",915453
"107268",915462
"107269",915466
"107270",915472
"107271",915475
"107272",915480
"107273",915483
"107274",915503
"107275",915507
"107276",915508
"107277",915515
"107278",915526
"107279",915527
"107280",915538
"107281",915544
"107282",915558
"107283",915559
"107284",915564
"107285",915566
"107286",915567
"107287",915570
"107288",915579
"107289",915591
"107290",915613
"107291",915615
"107292",915623
"107293",915629
"107294",915645
"107295",915667
"107296",915668
"107297",915687
"107298",915767
"107299",915775
"107300",915789
"107301",915797
"107302",915799
"107303",915800
"107304",915811
"107305",915818
"107306",915831
"107307",915842
